,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,score_phrase,score,editors_choice,release_year,release_month,release_day
846,Need for Speed Underground,PC,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,Amazing,9.0,Y,2003,11,14
847,Worms Reloaded,PC,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,Great,8.5,Y,2010,9,30
848,StarCraft,PC,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,Amazing,9.5,Y,2000,6,2
849,Far Cry,PC,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,Amazing,9.2,Y,2004,3,19
850,FIFA Soccer 10,PC,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,Good,7.0,N,2009,10,21
851,The Sims,PC,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05,Amazing,9.5,Y,2000,2,4
852,Company of Heroes,PC,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,Amazing,9.4,Y,2006,9,11
853,Silent Hunter: Wolves of the Pacific,PC,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,Great,8.8,Y,2007,3,21
854,Billy the Wizard: Rocket Broomstick Racing,Wii,Racing,Metro 3D,0.04,0.0,0.0,0.0,0.05,Painful,2.0,N,2007,12,14
855,Pool Party,Wii,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,Painful,2.4,N,2007,9,21
856,Microsoft Train Simulator,PC,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,Great,8.0,N,2001,6,20
857,Wing Island,Wii,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05,Mediocre,5.0,N,2007,3,20
858,Supreme Commander,PC,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,Amazing,9.0,Y,2007,2,16
859,F1 2015,PC,Racing,Codemasters,0.0,0.04,0.0,0.0,0.05,Bad,4.8,N,2015,7,17
860,MiniCopter: Adventure Flight,Wii,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,Bad,4.0,N,2008,4,28
861,Mafia,PC,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.05,Amazing,9.2,Y,2002,8,29
862,Balloon Pop,Wii,Puzzle,505 Games,0.04,0.0,0.0,0.0,0.05,Bad,4.7,N,2008,3,3
863,Counter Force,Wii,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05,Bad,4.0,N,2008,1,29
864,Wolfenstein,PC,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,Good,7.3,N,2009,8,20
865,Tropico 3,PC,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.05,Great,8.4,N,2009,10,16
866,Avatar: The Game,PC,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,Okay,6.8,N,2009,12,1
867,Plants vs. Zombies: Garden Warfare 2,PC,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05,Great,8.2,N,2016,2,24
868,Secret Files: Tunguska,PC,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.01,0.05,Good,7.6,N,2006,12,4
869,The Tale of Despereaux,Wii,Platform,Brash Entertainment,0.04,0.0,0.0,0.0,0.04,Painful,2.1,N,2008,12,23
870,RollerCoaster Tycoon,PC,Strategy,Microprose,0.02,0.02,0.0,0.01,0.04,Great,8.5,Y,1999,4,2
871,Backyard Baseball '09,Wii,Sports,Atari,0.04,0.0,0.0,0.0,0.04,Unbearable,1.0,N,2008,8,19
872,Bionicle Heroes,Wii,Shooter,Eidos Interactive,0.04,0.0,0.0,0.0,0.04,Mediocre,5.0,N,2007,5,1
873,Tom Clancy's HAWX,PC,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,Okay,6.7,N,2009,3,18
874,Praetorians,PC,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,Great,8.9,Y,2003,3,13
875,IL-2 Sturmovik: 1946,PC,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,Great,8.1,N,2007,3,23
876,Split/Second,PC,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,Great,8.5,N,2010,5,25
877,Castle of Shikigami III,Wii,Shooter,PQube,0.04,0.0,0.0,0.0,0.04,Good,7.9,N,2008,5,9
878,The Kore Gang,Wii,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,Good,7.0,N,2011,12,9
879,Barnyard,Wii,Action,THQ,0.04,0.0,0.0,0.0,0.04,Mediocre,5.8,N,2007,1,23
880,SPRay,Wii,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,Mediocre,5.6,N,2009,1,6
881,LEGO Indiana Jones: The Original Adventures,PC,Action,LucasArts,0.02,0.02,0.0,0.01,0.04,Great,8.0,N,2008,5,29
882,The Monkey King: The Legend Begins,Wii,Shooter,Starfish,0.04,0.0,0.0,0.0,0.04,Bad,4.5,N,2008,12,4
883,The Sims 2: Pets,PC,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,Good,7.4,N,2006,10,26
884,Black & White,PC,Strategy,Electronic Arts,0.0,0.04,0.0,0.01,0.04,Amazing,9.7,Y,2001,3,27
885,Company of Heroes: Tales of Valor,PC,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,Good,7.0,N,2009,4,14
886,Myth Makers: Trixie in Toyland,Wii,Platform,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,Unbearable,1.4,N,2008,9,3
887,Devil May Cry 4,PC,Action,Capcom,0.01,0.02,0.0,0.01,0.04,Great,8.0,N,2008,7,23
888,Guilty Gear XX Accent Core,Wii,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,Mediocre,5.9,N,2007,10,19
889,Heroes of Might and Magic V,PC,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,Good,7.8,N,2006,5,26
890,Mortimer Beckett and the Secrets of Spooky Manor,Wii,Puzzle,Avanquest,0.04,0.0,0.0,0.0,0.04,Okay,6.2,N,2008,12,8
891,Imperial Glory,PC,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,Great,8.5,Y,2005,6,1
892,Lost Planet 3,PC,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04,Okay,6.2,N,2013,8,27
893,Rise of Nations,PC,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,Great,8.2,N,2003,5,21
894,Company of Heroes: Opposing Fronts,PC,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,Great,8.8,Y,2007,9,28
895,Off-Road Drive,PC,Racing,1C Company,0.0,0.03,0.0,0.01,0.04,Mediocre,5.0,N,2011,10,13
896,Grand Theft Auto: Vice City,PC,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,Amazing,9.3,Y,2003,5,22
897,Empire Earth III,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,Mediocre,5.4,N,2007,11,16
898,Castlevania: Lords of Shadow 2,PC,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,Okay,6.5,N,2014,2,25
899,Twin Strike: Operation Thunder,Wii,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,Mediocre,5.5,N,2008,11,7
900,The Movies,PC,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,Great,8.0,N,2005,11,8
901,Scarface: The World is Yours,PC,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04,Great,8.7,Y,2006,10,6
902,Scarface: The World is Yours,PC,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04,Great,8.7,Y,2006,10,6
903,Blood Bowl,PC,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04,Okay,6.4,N,2010,1,29
904,Supreme Commander: Forged Alliance,PC,Strategy,THQ,0.01,0.02,0.0,0.01,0.04,Great,8.6,Y,2007,11,9
905,Sid Meier's Railroads!,PC,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04,Great,8.0,N,2006,10,24
906,Caesar IV,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,Good,7.7,N,2006,10,17
907,Harry Potter and the Order of the Phoenix,PC,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,Good,7.3,N,2007,6,28
908,Halo: Combat Evolved,PC,Shooter,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,Great,8.2,N,2003,9,27
909,Saints Row 2,PC,Action,THQ,0.0,0.03,0.0,0.01,0.04,Okay,6.3,N,2009,1,6
910,Harry Potter and the Prisoner of Azkaban,PC,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,Okay,6.0,N,2004,6,9
911,LEGO Jurassic World,PC,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,Good,7.6,N,2015,6,22
912,Railroad Tycoon 3,PC,Strategy,Gathering of Developers,0.0,0.03,0.0,0.01,0.04,Great,8.8,Y,2003,11,6
913,Trine 2,PC,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,Amazing,9.0,Y,2011,12,19
914,The Night of the Rabbit,PC,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.04,Good,7.9,N,2013,6,7
915,Age of Mythology: The Titans,PC,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.0,0.04,Great,8.9,Y,2003,9,29
916,World of Goo,PC,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,Amazing,9.0,Y,2008,10,20
917,World in Conflict,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,Amazing,9.3,Y,2007,9,7
918,S.T.A.L.K.E.R.: Clear Sky,PC,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,Good,7.3,N,2008,9,5
919,Caesar III,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,Great,8.7,Y,1998,10,8
920,Alpha Protocol,PC,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.04,Okay,6.3,N,2010,6,1
921,DarkStar One,PC,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.04,Great,8.0,N,2006,8,23
922,Planescape: Torment,PC,Role-Playing,Interplay,0.01,0.02,0.0,0.01,0.04,Amazing,9.2,Y,1999,12,17
923,A Game of Thrones: Genesis,PC,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,Okay,6.0,N,2011,10,14
924,Hitman: Blood Money,PC,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04,Great,8.0,N,2006,5,30
925,Star Wars Jedi Knight: Jedi Academy,PC,Shooter,Activision,0.0,0.03,0.0,0.01,0.04,Great,8.8,Y,2003,9,15
926,Rise of Nations: Rise of Legends,PC,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03,Great,8.2,N,2006,5,19
927,Red Faction: Guerrilla,PC,Shooter,THQ,0.0,0.03,0.0,0.01,0.03,Great,8.0,N,2009,9,16
928,Overlord II,PC,Action,Codemasters,0.0,0.03,0.0,0.01,0.03,Okay,6.3,N,2009,6,25
929,Call of Juarez: Bound in Blood,PC,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03,Good,7.7,N,2009,6,30
930,Prince of Persia: The Forgotten Sands,PC,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,Great,8.0,N,2010,6,9
931,Trials Fusion,PC,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,Great,8.2,N,2014,4,16
932,The Binding of Isaac,PC,Action,Unknown,0.0,0.03,0.0,0.0,0.03,Good,7.5,N,2011,10,11
933,Jewel Master: Cradle of Rome,Wii,Puzzle,Rondomedia,0.03,0.0,0.0,0.0,0.03,Okay,6.0,N,2009,4,15
934,Combat Mission: Shock Force,PC,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,Mediocre,5.2,N,2007,9,12
935,Men of War,PC,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03,Great,8.0,N,2009,3,17
936,Neverwinter Nights,PC,Role-Playing,Atari,0.0,0.03,0.0,0.01,0.03,Amazing,9.0,Y,2002,6,21
937,Lock On: Modern Air Combat,PC,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,Good,7.8,N,2003,12,19
938,Guilty Gear XX Accent Core Plus,Wii,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,Good,7.0,N,2009,5,22
939,Homeworld 2,PC,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.03,Amazing,9.0,Y,2003,9,16
